"participation","year","count"
"1070327","2021",1
"1070327","2022",1
"1070327","2023",2
"1070345","2017",0
"1070345","2018",1
"1070345","2019",1
"1070345","2020",0
"1070345","2021",0
"1070345","2022",0
"1070345","2023",0
"1070346","2017",0
"1070346","2018",1
"1070346","2019",1
"1070346","2020",0
"1070346","2021",0
"1070346","2022",0
"1070346","2023",0
"1070411","2017",0
"1070411","2018",1
"1070411","2019",0
"1070411","2020",0
"1070411","2021",0
"1070411","2022",0
"1070411","2023",1
"1070506","2017",0
"1070506","2018",1
"1070506","2019",1
"1070506","2020",0
"1070506","2021",0
"1070506","2022",0
"1070506","2023",0
"1070575","2017",1
"1070575","2018",0
"1070575","2019",1
"1070575","2020",0
"1070575","2021",0
"1070575","2022",0
"1070575","2023",1
"1070627","2017",0
"1070627","2018",2
"1070627","2019",0
"1070627","2020",1
"1070627","2021",1
"1070627","2022",0
"1070627","2023",0
"1070770","2017",0
"1070770","2018",1
"1070770","2019",1
"1070770","2020",0
"1070770","2021",0
"1070770","2022",0
"1070770","2023",0
"1070773","2017",0
"1070773","2018",1
"1070773","2019",1
"1070773","2020",0
"1070773","2021",0
"1070773","2022",0
"1070773","2023",0
"1070805","2017",0
"1070805","2018",1
"1070805","2019",1
"1070805","2020",1
"1070805","2021",1
"1070805","2022",0
"1070805","2023",1
"1070830","2017",0
"1070830","2018",1
"1070830","2019",0
"1070830","2020",0
"1070830","2021",0
"1070830","2022",0
"1070830","2023",0
"1070850","2017",1
"1070850","2018",1
"1070850","2019",1
"1070850","2020",0
"1070850","2021",1
"1070850","2022",0
"1070850","2023",1
"1070890","2017",0
"1070890","2018",1
"1070890","2019",0
"1070890","2020",0
"1070890","2021",0
"1070890","2022",0
"1070890","2023",0
"1070974","2017",0
"1070974","2018",0
"1070974","2019",0
"1070974","2020",0
"1070974","2021",0
"1070974","2022",0
"1070974","2023",1
"1071010","2017",0
"1071010","2018",0
"1071010","2019",0
"1071010","2020",0
"1071010","2021",1
"1071010","2022",0
"1071010","2023",0
"1071064","2017",0
"1071064","2018",1
"1071064","2019",0
"1071064","2020",0
"1071064","2021",0
"1071064","2022",0
"1071064","2023",0
"1071087","2017",0
"1071087","2018",1
"1071087","2019",0
"1071087","2020",1
"1071087","2021",0
"1071087","2022",0
"1071087","2023",0
"1071105","2017",0
"1071105","2018",6
"1071105","2019",6
"1071105","2020",5
"1071105","2021",4
"1071105","2022",1
"1071105","2023",2
"1071110","2017",0
"1071110","2018",1
"1071110","2019",0
"1071110","2020",0
"1071110","2021",0
"1071110","2022",0
"1071110","2023",0
"1071115","2017",0
"1071115","2018",1
"1071115","2019",0
"1071115","2020",0
"1071115","2021",0
"1071115","2022",0
"1071115","2023",0
"1071190","2017",0
"1071190","2018",2
"1071190","2019",0
"1071190","2020",0
"1071190","2021",0
"1071190","2022",1
"1071190","2023",2
"1071202","2017",0
"1071202","2018",1
"1071202","2019",3
"1071202","2020",0
"1071202","2021",0
"1071202","2022",0
"1071202","2023",0
"1071206","2017",0
"1071206","2018",1
"1071206","2019",0
"1071206","2020",1
"1071206","2021",0
"1071206","2022",0
"1071206","2023",0
"1071210","2017",0
"1071210","2018",1
"1071210","2019",0
"1071210","2020",0
"1071210","2021",0
"1071210","2022",0
"1071210","2023",0
"1071222","2017",0
"1071222","2018",1
"1071222","2019",0
"1071222","2020",1
"1071222","2021",0
"1071222","2022",1
"1071222","2023",0
"1071256","2017",1
"1071256","2018",1
"1071256","2019",1
"1071256","2020",1
"1071256","2021",1
"1071256","2022",0
"1071256","2023",1
"1071270","2017",0
"1071270","2018",0
"1071270","2019",1
"1071270","2020",0
"1071270","2021",0
"1071270","2022",0
"1071270","2023",0
"1071320","2017",0
"1071320","2018",1
"1071320","2019",1
"1071320","2020",1
"1071320","2021",1
"1071320","2022",1
"1071320","2023",0
"1071329","2017",1
"1071329","2018",1
"1071329","2019",1
"1071329","2020",1
"1071329","2021",1
"1071329","2022",0
"1071329","2023",0
"1071331","2017",0
"1071331","2018",1
"1071331","2019",0
"1071331","2020",0
"1071331","2021",0
"1071331","2022",0
"1071331","2023",0
"1071360","2017",0
"1071360","2018",1
"1071360","2019",1
"1071360","2020",0
"1071360","2021",0
"1071360","2022",0
"1071360","2023",0
"1071397","2017",1
"1071397","2018",1
"1071397","2019",1
"1071397","2020",1
"1071397","2021",1
"1071397","2022",0
"1071397","2023",1
"1071409","2017",0
"1071409","2018",0
"1071409","2019",0
"1071409","2020",2
"1071409","2021",2
"1071409","2022",2
"1071409","2023",2
"1071413","2017",0
"1071413","2018",1
"1071413","2019",1
"1071413","2020",1
"1071413","2021",0
"1071413","2022",0
"1071413","2023",0
"1071450","2017",1
"1071450","2018",1
"1071450","2019",0
"1071450","2020",1
"1071450","2021",1
"1071450","2022",0
"1071450","2023",1
"1071505","2017",0
"1071505","2018",1
"1071505","2019",0
"1071505","2020",0
"1071505","2021",0
"1071505","2022",0
"1071505","2023",0
"1071540","2017",0
"1071540","2018",1
"1071540","2019",0
"1071540","2020",1
"1071540","2021",0
"1071540","2022",0
"1071540","2023",0
"1071543","2017",1
"1071543","2018",0
"1071543","2019",0
"1071543","2020",1
"1071543","2021",0
"1071543","2022",0
"1071543","2023",1
"1071552","2017",0
"1071552","2018",1
"1071552","2019",0
"1071552","2020",1
"1071552","2021",0
"1071552","2022",1
"1071552","2023",0
"1071740","2017",0
"1071740","2018",1
"1071740","2019",1
"1071740","2020",1
"1071740","2021",1
"1071740","2022",1
"1071740","2023",1
"1072005","2017",0
"1072005","2018",1
"1072005","2019",1
"1072005","2020",1
"1072005","2021",1
"1072005","2022",1
"1072005","2023",1
"1072366","2017",0
"1072366","2018",0
"1072366","2019",1
"1072366","2020",1
"1072366","2021",1
"1072366","2022",1
"1072366","2023",1
"1072367","2017",0
"1072367","2018",1
"1072367","2019",0
"1072367","2020",0
"1072367","2021",0
"1072367","2022",0
"1072367","2023",0
"1072886","2017",1
"1072886","2018",1
"1072886","2019",1
"1072886","2020",0
"1072886","2021",0
"1072886","2022",0
"1072886","2023",0
"1073021","2017",0
"1073021","2018",1
"1073021","2019",1
"1073021","2020",1
"1073021","2021",1
"1073021","2022",1
"1073021","2023",2
"1074350","2017",0
"1074350","2018",0
"1074350","2019",1
"1074350","2020",0
"1074350","2021",0
"1074350","2022",0
"1074350","2023",0
"1074434","2017",0
"1074434","2018",6
"1074434","2019",3
"1074434","2020",3
"1074434","2021",3
"1074434","2022",2
"1074434","2023",8
"1074567","2017",0
"1074567","2018",0
"1074567","2019",1
"1074567","2020",1
"1074567","2021",2
"1074567","2022",1
"1074567","2023",3
"1075040","2017",0
"1075040","2018",1
"1075040","2019",0
"1075040","2020",0
"1075040","2021",0
"1075040","2022",0
"1075040","2023",0
"1075045","2017",0
"1075045","2018",1
"1075045","2019",1
"1075045","2020",1
"1075045","2021",0
"1075045","2022",0
"1075045","2023",0
"1075050","2017",0
"1075050","2018",0
"1075050","2019",1
"1075050","2020",0
"1075050","2021",0
"1075050","2022",0
"1075050","2023",0
"1076420","2017",0
"1076420","2018",2
"1076420","2019",1
"1076420","2020",0
"1076420","2021",1
"1076420","2022",0
"1076420","2023",1
"1076475","2017",1
"1076475","2018",0
"1076475","2019",0
"1076475","2020",1
"1076475","2021",0
"1076475","2022",0
"1076475","2023",0
"1076729","2017",0
"1076729","2018",1
"1076729","2019",1
"1076729","2020",0
"1076729","2021",1
"1076729","2022",0
"1076729","2023",0
"1078214","2017",1
"1078214","2018",1
"1078214","2019",1
"1078214","2020",1
"1078214","2021",0
"1078214","2022",0
"1078214","2023",0
"1080084","2017",1
"1080084","2018",0
"1080084","2019",1
"1080084","2020",0
"1080084","2021",0
"1080084","2022",1
"1080084","2023",0
"1080180","2017",0
"1080180","2018",1
"1080180","2019",1
"1080180","2020",0
"1080180","2021",0
"1080180","2022",0
"1080180","2023",0
"1080210","2017",1
"1080210","2018",0
"1080210","2019",0
"1080210","2020",0
"1080210","2021",0
"1080210","2022",0
"1080210","2023",0
"1080257","2017",0
"1080257","2018",1
"1080257","2019",0
"1080257","2020",1
"1080257","2021",0
"1080257","2022",1
"1080257","2023",0
"1080330","2017",0
"1080330","2018",1
"1080330","2019",1
"1080330","2020",1
"1080330","2021",1
"1080330","2022",0
"1080330","2023",0
"1080376","2017",0
"1080376","2018",1
"1080376","2019",0
"1080376","2020",0
"1080376","2021",0
"1080376","2022",0
"1080376","2023",0
"1080420","2017",0
"1080420","2018",1
"1080420","2019",1
"1080420","2020",0
"1080420","2021",0
"1080420","2022",0
"1080420","2023",0
"1080430","2017",1
"1080430","2018",1
"1080430","2019",1
"1080430","2020",1
"1080430","2021",1
"1080430","2022",1
"1080430","2023",0
"1080460","2017",0
"1080460","2018",1
"1080460","2019",0
"1080460","2020",0
"1080460","2021",0
"1080460","2022",0
"1080460","2023",0
"1080490","2017",0
"1080490","2018",0
"1080490","2019",1
"1080490","2020",0
"1080490","2021",0
"1080490","2022",1
"1080490","2023",1
"1080500","2017",0
"1080500","2018",2
"1080500","2019",3
"1080500","2020",1
"1080500","2021",1
"1080500","2022",0
"1080500","2023",1
"1080545","2017",1
"1080545","2018",1
"1080545","2019",1
"1080545","2020",0
"1080545","2021",0
"1080545","2022",0
"1080545","2023",0
"1080559","2017",0
"1080559","2018",1
"1080559","2019",1
"1080559","2020",0
"1080559","2021",0
"1080559","2022",0
"1080559","2023",0
"1080570","2017",0
"1080570","2018",0
"1080570","2019",1
"1080570","2020",1
"1080570","2021",0
"1080570","2022",1
"1080570","2023",0
"1080600","2017",0
"1080600","2018",1
"1080600","2019",1
"1080600","2020",1
"1080600","2021",0
"1080600","2022",1
"1080600","2023",0
"1080606","2017",0
"1080606","2018",0
"1080606","2019",0
"1080606","2020",0
"1080606","2021",0
"1080606","2022",0
"1080606","2023",1
"1080678","2017",0
"1080678","2018",0
"1080678","2019",1
"1080678","2020",1
"1080678","2021",0
"1080678","2022",0
"1080678","2023",0
"1080689","2017",0
"1080689","2018",1
"1080689","2019",0
"1080689","2020",0
"1080689","2021",0
"1080689","2022",0
"1080689","2023",0
"1080690","2017",0
"1080690","2018",1
"1080690","2019",1
"1080690","2020",0
"1080690","2021",0
"1080690","2022",1
"1080690","2023",1
"1080700","2017",0
"1080700","2018",1
"1080700","2019",1
"1080700","2020",0
"1080700","2021",1
"1080700","2022",1
"1080700","2023",1
"1080707","2017",0
"1080707","2018",1
"1080707","2019",0
"1080707","2020",0
"1080707","2021",1
"1080707","2022",0
"1080707","2023",0
"1080709","2017",0
"1080709","2018",1
"1080709","2019",0
"1080709","2020",0
"1080709","2021",0
"1080709","2022",1
"1080709","2023",0
"1080710","2017",0
"1080710","2018",3
"1080710","2019",4
"1080710","2020",2
"1080710","2021",5
"1080710","2022",3
"1080710","2023",4
"1080763","2017",1
"1080763","2018",1
"1080763","2019",1
"1080763","2020",1
"1080763","2021",0
"1080763","2022",1
"1080763","2023",0
"1080785","2017",0
"1080785","2018",1
"1080785","2019",1
"1080785","2020",0
"1080785","2021",1
"1080785","2022",0
"1080785","2023",0
"1080790","2017",0
"1080790","2018",1
"1080790","2019",0
"1080790","2020",0
"1080790","2021",1
"1080790","2022",0
"1080790","2023",0
"1080838","2017",0
"1080838","2018",1
"1080838","2019",0
"1080838","2020",0
"1080838","2021",0
"1080838","2022",0
"1080838","2023",0
"1080840","2017",0
"1080840","2018",1
"1080840","2019",1
"1080840","2020",0
"1080840","2021",1
"1080840","2022",1
"1080840","2023",0
"1080860","2017",0
"1080860","2018",0
"1080860","2019",2
"1080860","2020",1
"1080860","2021",1
"1080860","2022",2
"1080860","2023",1
"1080920","2017",0
"1080920","2018",1
"1080920","2019",0
"1080920","2020",1
"1080920","2021",1
"1080920","2022",0
"1080920","2023",0
"1080963","2017",0
"1080963","2018",1
"1080963","2019",0
"1080963","2020",0
"1080963","2021",0
"1080963","2022",0
"1080963","2023",0
"1081112","2017",0
"1081112","2018",0
"1081112","2019",1
"1081112","2020",0
"1081112","2021",0
"1081112","2022",0
"1081112","2023",0
"1081113","2017",0
"1081113","2018",1
"1081113","2019",0
"1081113","2020",0
"1081113","2021",0
"1081113","2022",0
"1081113","2023",0
"1081175","2017",0
"1081175","2018",1
"1081175","2019",0
"1081175","2020",1
"1081175","2021",0
"1081175","2022",0
"1081175","2023",1
"1081180","2017",0
"1081180","2018",1
"1081180","2019",0
"1081180","2020",0
"1081180","2021",0
"1081180","2022",0
"1081180","2023",0
"1081184","2017",1
"1081184","2018",1
"1081184","2019",1
"1081184","2020",0
"1081184","2021",0
"1081184","2022",0
"1081184","2023",0
"1081210","2017",0
"1081210","2018",1
"1081210","2019",1
"1081210","2020",1
"1081210","2021",0
"1081210","2022",1
"1081210","2023",1
"1081535","2017",0
"1081535","2018",1
"1081535","2019",1
"1081535","2020",1
"1081535","2021",0
"1081535","2022",0
"1081535","2023",0
"1081594","2017",0
"1081594","2018",1
"1081594","2019",0
"1081594","2020",0
"1081594","2021",0
"1081594","2022",1
"1081594","2023",1
"1082444","2017",0
"1082444","2018",1
"1082444","2019",0
"1082444","2020",0
"1082444","2021",0
"1082444","2022",0
"1082444","2023",0
"1084632","2017",0
"1084632","2018",1
"1084632","2019",0
"1084632","2020",0
"1084632","2021",0
"1084632","2022",0
"1084632","2023",0
"1085963","2017",0
"1085963","2018",0
"1085963","2019",1
"1085963","2020",0
"1085963","2021",1
"1085963","2022",1
"1085963","2023",0
"1087363","2017",0
"1087363","2018",1
"1087363","2019",2
"1087363","2020",1
"1087363","2021",1
"1087363","2022",0
"1087363","2023",2
"1090040","2017",0
"1090040","2018",1
"1090040","2019",0
"1090040","2020",0
"1090040","2021",0
"1090040","2022",0
"1090040","2023",0
"1090045","2017",0
"1090045","2018",2
"1090045","2019",3
"1090045","2020",1
"1090045","2021",4
"1090045","2022",1
"1090045","2023",3
"1090050","2017",0
"1090050","2018",1
"1090050","2019",1
"1090050","2020",0
"1090050","2021",2
"1090050","2022",0
"1090050","2023",0
"1090051","2017",0
"1090051","2018",1
"1090051","2019",0
"1090051","2020",1
"1090051","2021",1
"1090051","2022",0
"1090051","2023",0
"1090060","2017",0
"1090060","2018",0
"1090060","2019",1
"1090060","2020",0
"1090060","2021",0
"1090060","2022",1
"1090060","2023",2
"1090070","2017",0
"1090070","2018",1
"1090070","2019",0
"1090070","2020",0
"1090070","2021",0
"1090070","2022",0
"1090070","2023",0
"1090079","2017",0
"1090079","2018",0
"1090079","2019",1
"1090079","2020",0
"1090079","2021",1
"1090079","2022",0
"1090079","2023",0
"1090090","2017",0
"1090090","2018",1
"1090090","2019",1
"1090090","2020",1
"1090090","2021",0
"1090090","2022",0
"1090090","2023",0
"1090095","2017",0
"1090095","2018",1
"1090095","2019",1
"1090095","2020",1
"1090095","2021",0
"1090095","2022",1
"1090095","2023",1
"1090131","2017",0
"1090131","2018",1
"1090131","2019",1
"1090131","2020",1
"1090131","2021",2
"1090131","2022",1
"1090131","2023",3
"1090133","2017",0
"1090133","2018",4
"1090133","2019",1
"1090133","2020",4
"1090133","2021",3
"1090133","2022",2
"1090133","2023",2
"1090170","2017",0
"1090170","2018",1
"1090170","2019",1
"1090170","2020",0
"1090170","2021",1
"1090170","2022",0
"1090170","2023",1
"1090180","2017",0
"1090180","2018",1
"1090180","2019",1
"1090180","2020",1
"1090180","2021",2
"1090180","2022",1
"1090180","2023",1
"1090205","2017",0
"1090205","2018",0
"1090205","2019",1
"1090205","2020",0
"1090205","2021",1
"1090205","2022",0
"1090205","2023",0
"1090237","2017",0
"1090237","2018",0
"1090237","2019",1
"1090237","2020",0
"1090237","2021",1
"1090237","2022",0
"1090237","2023",0
"1090286","2017",0
"1090286","2018",1
"1090286","2019",1
"1090286","2020",1
"1090286","2021",1
"1090286","2022",0
"1090286","2023",0
"1090293","2017",0
"1090293","2018",1
"1090293","2019",0
"1090293","2020",0
"1090293","2021",0
"1090293","2022",0
"1090293","2023",0
"1090295","2017",1
"1090295","2018",1
"1090295","2019",1
"1090295","2020",1
"1090295","2021",1
"1090295","2022",0
"1090295","2023",0
"1090299","2017",0
"1090299","2018",1
"1090299","2019",1
"1090299","2020",2
"1090299","2021",1
"1090299","2022",1
"1090299","2023",1
"1090329","2017",0
"1090329","2018",2
"1090329","2019",0
"1090329","2020",2
"1090329","2021",1
"1090329","2022",0
"1090329","2023",2
"1090340","2017",0
"1090340","2018",1
"1090340","2019",1
"1090340","2020",1
"1090340","2021",1
"1090340","2022",0
"1090340","2023",2
"1090380","2017",0
"1090380","2018",1
"1090380","2019",1
"1090380","2020",1
"1090380","2021",0
"1090380","2022",0
"1090380","2023",0
"1090406","2017",0
"1090406","2018",1
"1090406","2019",0
"1090406","2020",0
"1090406","2021",1
"1090406","2022",0
"1090406","2023",0
"1090421","2017",0
"1090421","2018",1
"1090421","2019",1
"1090421","2020",0
"1090421","2021",1
"1090421","2022",1
"1090421","2023",0
"1090423","2017",0
"1090423","2018",1
"1090423","2019",0
"1090423","2020",0
"1090423","2021",0
"1090423","2022",0
"1090423","2023",0
"1090590","2017",0
"1090590","2018",1
"1090590","2019",0
"1090590","2020",0
"1090590","2021",1
"1090590","2022",0
"1090590","2023",1
"1091239","2017",0
"1091239","2018",2
"1091239","2019",2
"1091239","2020",2
"1091239","2021",1
"1091239","2022",1
"1091239","2023",3
"1091575","2017",0
"1091575","2018",0
"1091575","2019",1
"1091575","2020",1
"1091575","2021",0
"1091575","2022",0
"1091575","2023",0
"1094311","2017",0
"1094311","2018",1
"1094311","2019",0
"1094311","2020",1
"1094311","2021",0
"1094311","2022",1
"1094311","2023",0
"1094372","2017",0
"1094372","2018",1
"1094372","2019",0
"1094372","2020",0
"1094372","2021",1
"1094372","2022",0
"1094372","2023",1
"1094900","2017",0
"1094900","2018",1
"1094900","2019",1
"1094900","2020",1
"1094900","2021",1
"1094900","2022",0
"1094900","2023",2
"1096142","2017",0
"1096142","2018",1
"1096142","2019",0
"1096142","2020",0
"1096142","2021",0
"1096142","2022",0
"1096142","2023",0
"1096346","2017",0
"1096346","2018",3
"1096346","2019",1
"1096346","2020",2
"1096346","2021",2
"1096346","2022",2
"1096346","2023",2
"1097433","2017",0
"1097433","2018",1
"1097433","2019",1
"1097433","2020",0
"1097433","2021",0
"1097433","2022",0
"1097433","2023",0
"1100000","2017",0
"1100000","2018",1
"1100000","2019",0
"1100000","2020",0
"1100000","2021",0
"1100000","2022",0
"1100000","2023",0
"1100001","2017",0
"1100001","2018",1
"1100001","2019",0
"1100001","2020",1
"1100001","2021",0
"1100001","2022",0
"1100001","2023",0
"1100014","2017",0
"1100014","2018",1
"1100014","2019",0
"1100014","2020",0
"1100014","2021",0
"1100014","2022",0
"1100014","2023",0
"1100064","2017",0
"1100064","2018",1
"1100064","2019",0
"1100064","2020",1
"1100064","2021",0
"1100064","2022",1
"1100064","2023",0
"1100255","2017",0
"1100255","2018",1
"1100255","2019",1
"1100255","2020",0
"1100255","2021",0
"1100255","2022",0
"1100255","2023",0
"1100260","2017",0
"1100260","2018",1
"1100260","2019",1
"1100260","2020",1
"1100260","2021",1
"1100260","2022",0
"1100260","2023",2
"1100262","2017",0
"1100262","2018",1
"1100262","2019",1
"1100262","2020",2
"1100262","2021",0
"1100262","2022",1
"1100262","2023",0
"1100265","2017",0
"1100265","2018",1
"1100265","2019",1
"1100265","2020",1
"1100265","2021",1
"1100265","2022",1
"1100265","2023",1
"1100360","2017",1
"1100360","2018",1
"1100360","2019",1
"1100360","2020",0
"1100360","2021",0
"1100360","2022",0
"1100360","2023",0
"1100550","2017",0
"1100550","2018",1
"1100550","2019",1
"1100550","2020",0
"1100550","2021",0
"1100550","2022",0
"1100550","2023",0
"1100715","2017",0
"1100715","2018",1
"1100715","2019",1
"1100715","2020",1
"1100715","2021",1
"1100715","2022",1
"1100715","2023",0
"1100716","2017",1
"1100716","2018",0
"1100716","2019",0
"1100716","2020",0
"1100716","2021",0
"1100716","2022",0
"1100716","2023",0
"1103671","2017",0
"1103671","2018",1
"1103671","2019",1
"1103671","2020",1
"1103671","2021",1
"1103671","2022",1
"1103671","2023",1
"1104625","2017",0
"1104625","2018",1
"1104625","2019",1
"1104625","2020",0
"1104625","2021",0
"1104625","2022",0
"1104625","2023",0
"1104750","2017",1
"1104750","2018",1
"1104750","2019",1
"1104750","2020",0
"1104750","2021",1
"1104750","2022",0
"1104750","2023",1
"1105000","2017",0
"1105000","2018",0
"1105000","2019",2
"1105000","2020",1
"1105000","2021",0
"1105000","2022",1
"1105000","2023",2
"1105001","2017",0
"1105001","2018",1
"1105001","2019",0
"1105001","2020",0
"1105001","2021",0
"1105001","2022",0
"1105001","2023",0
"1105012","2017",1
"1105012","2018",1
"1105012","2019",1
"1105012","2020",0
"1105012","2021",0
"1105012","2022",1
"1105012","2023",1
"1107012","2017",0
"1107012","2018",2
"1107012","2019",2
"1107012","2020",1
"1107012","2021",1
"1107012","2022",0
"1107012","2023",0
"1109132","2017",0
"1109132","2018",3
"1109132","2019",3
"1109132","2020",1
"1109132","2021",1
"1109132","2022",1
"1109132","2023",2
"1110040","2017",0
"1110040","2018",1
"1110040","2019",0
"1110040","2020",0
"1110040","2021",0
"1110040","2022",0
"1110040","2023",0
"1110050","2017",0
"1110050","2018",0
"1110050","2019",1
"1110050","2020",0
"1110050","2021",0
"1110050","2022",0
"1110050","2023",0
"1110057","2017",0
"1110057","2018",0
"1110057","2019",0
"1110057","2020",1
"1110057","2021",0
"1110057","2022",0
"1110057","2023",0
"1110077","2017",1
"1110077","2018",0
"1110077","2019",0
"1110077","2020",0
"1110077","2021",0
"1110077","2022",0
"1110077","2023",0
"1110085","2017",0
"1110085","2018",2
"1110085","2019",2
"1110085","2020",1
"1110085","2021",1
"1110085","2022",0
"1110085","2023",2
"1110170","2017",0
"1110170","2018",0
"1110170","2019",0
"1110170","2020",0
"1110170","2021",0
"1110170","2022",2
"1110170","2023",0
"1110185","2017",0
"1110185","2018",1
"1110185","2019",1
"1110185","2020",1
"1110185","2021",0
"1110185","2022",0
"1110185","2023",1
"1110246","2017",0
"1110246","2018",0
"1110246","2019",1
"1110246","2020",0
"1110246","2021",0
"1110246","2022",0
"1110246","2023",0
"1110260","2017",0
"1110260","2018",1
"1110260","2019",1
"1110260","2020",0
"1110260","2021",0
"1110260","2022",0
"1110260","2023",0
"1110270","2017",0
"1110270","2018",1
"1110270","2019",0
"1110270","2020",0
"1110270","2021",0
"1110270","2022",0
"1110270","2023",0
"1110272","2017",0
"1110272","2018",1
"1110272","2019",1
"1110272","2020",1
"1110272","2021",1
"1110272","2022",1
"1110272","2023",2
"1110279","2017",0
"1110279","2018",1
"1110279","2019",0
"1110279","2020",1
"1110279","2021",0
"1110279","2022",0
"1110279","2023",0
"1110295","2017",0
"1110295","2018",2
"1110295","2019",1
"1110295","2020",2
"1110295","2021",2
"1110295","2022",2
"1110295","2023",2
"1110307","2017",0
"1110307","2018",0
"1110307","2019",0
"1110307","2020",0
"1110307","2021",1
"1110307","2022",0
"1110307","2023",0
"1110310","2017",0
"1110310","2018",2
"1110310","2019",1
"1110310","2020",0
"1110310","2021",0
"1110310","2022",0
"1110310","2023",0
"1110315","2017",0
"1110315","2018",1
"1110315","2019",1
"1110315","2020",1
"1110315","2021",1
"1110315","2022",1
"1110315","2023",2
"1110323","2017",0
"1110323","2018",2
"1110323","2019",1
"1110323","2020",1
"1110323","2021",2
"1110323","2022",2
"1110323","2023",2
"1110350","2017",1
"1110350","2018",1
"1110350","2019",0
"1110350","2020",0
"1110350","2021",0
"1110350","2022",0
"1110350","2023",0
"1110367","2017",0
"1110367","2018",2
"1110367","2019",1
"1110367","2020",1
"1110367","2021",1
"1110367","2022",1
"1110367","2023",1
"1110392","2017",0
"1110392","2018",0
"1110392","2019",1
"1110392","2020",1
"1110392","2021",0
"1110392","2022",0
"1110392","2023",0
"1110475","2017",0
"1110475","2018",1
"1110475","2019",1
"1110475","2020",1
"1110475","2021",0
"1110475","2022",0
"1110475","2023",0
"1110540","2017",1
"1110540","2018",1
"1110540","2019",1
"1110540","2020",1
"1110540","2021",1
"1110540","2022",1
"1110540","2023",0
"1110550","2017",0
"1110550","2018",0
"1110550","2019",2
"1110550","2020",1
"1110550","2021",1
"1110550","2022",1
"1110550","2023",1
"1110700","2017",0
"1110700","2018",1
"1110700","2019",1
"1110700","2020",1
"1110700","2021",0
"1110700","2022",0
"1110700","2023",0
"1110943","2017",0
"1110943","2018",1
"1110943","2019",1
"1110943","2020",1
"1110943","2021",0
"1110943","2022",0
"1110943","2023",0
"1111155","2017",0
"1111155","2018",0
"1111155","2019",0
"1111155","2020",0
"1111155","2021",0
"1111155","2022",1
"1111155","2023",0
"1114225","2017",0
"1114225","2018",1
"1114225","2019",1
"1114225","2020",2
"1114225","2021",1
"1114225","2022",2
"1114225","2023",1
"1115373","2017",0
"1115373","2018",7
"1115373","2019",7
"1115373","2020",4
"1115373","2021",4
"1115373","2022",4
"1115373","2023",7
"1116116","2017",1
"1116116","2018",1
"1116116","2019",1
"1116116","2020",1
"1116116","2021",1
"1116116","2022",0
"1116116","2023",0
"1116120","2017",0
"1116120","2018",1
"1116120","2019",1
"1116120","2020",1
"1116120","2021",1
"1116120","2022",1
"1116120","2023",1
"1116469","2017",0
"1116469","2018",1
"1116469","2019",1
"1116469","2020",0
"1116469","2021",2
"1116469","2022",0
"1116469","2023",0
"1116508","2017",0
"1116508","2018",0
"1116508","2019",1
"1116508","2020",0
"1116508","2021",1
"1116508","2022",0
"1116508","2023",1
"1117343","2017",0
"1117343","2018",1
"1117343","2019",1
"1117343","2020",1
"1117343","2021",1
"1117343","2022",0
"1117343","2023",2
"1117437","2017",0
"1117437","2018",0
"1117437","2019",2
"1117437","2020",0
"1117437","2021",1
"1117437","2022",1
"1117437","2023",1
"1117821","2017",0
"1117821","2018",1
"1117821","2019",1
"1117821","2020",1
"1117821","2021",0
"1117821","2022",1
"1117821","2023",0
"1117825","2017",0
"1117825","2018",1
"1117825","2019",1
"1117825","2020",1
"1117825","2021",0
"1117825","2022",1
"1117825","2023",0
"1117849","2017",0
"1117849","2018",1
"1117849","2019",1
"1117849","2020",1
"1117849","2021",2
"1117849","2022",2
"1117849","2023",1
"1118990","2017",0
"1118990","2018",1
"1118990","2019",1
"1118990","2020",0
"1118990","2021",0
"1118990","2022",0
"1118990","2023",0
"1119897","2017",0
"1119897","2018",1
"1119897","2019",1
"1119897","2020",1
"1119897","2021",1
"1119897","2022",0
"1119897","2023",1
"1120008","2017",0
"1120008","2018",1
"1120008","2019",1
"1120008","2020",1
"1120008","2021",1
"1120008","2022",0
"1120008","2023",1
"1120016","2017",0
"1120016","2018",0
"1120016","2019",1
"1120016","2020",0
"1120016","2021",0
"1120016","2022",0
"1120016","2023",0
"1120017","2017",0
"1120017","2018",1
"1120017","2019",1
"1120017","2020",1
"1120017","2021",0
"1120017","2022",1
"1120017","2023",1
"1120049","2017",0
"1120049","2018",1
"1120049","2019",2
"1120049","2020",1
"1120049","2021",1
"1120049","2022",1
"1120049","2023",2
"1120050","2017",0
"1120050","2018",1
"1120050","2019",0
"1120050","2020",0
"1120050","2021",0
"1120050","2022",0
"1120050","2023",0
"1120075","2017",0
"1120075","2018",1
"1120075","2019",0
"1120075","2020",1
"1120075","2021",0
"1120075","2022",0
"1120075","2023",0
"1120125","2017",1
"1120125","2018",4
"1120125","2019",2
"1120125","2020",2
"1120125","2021",2
"1120125","2022",2
"1120125","2023",3
"1120130","2017",0
"1120130","2018",1
"1120130","2019",2
"1120130","2020",2
"1120130","2021",2
"1120130","2022",1
"1120130","2023",2
"1120146","2017",0
"1120146","2018",1
"1120146","2019",0
"1120146","2020",0
"1120146","2021",0
"1120146","2022",0
"1120146","2023",0
"1120175","2017",0
"1120175","2018",2
"1120175","2019",1
